business_description,domain_names,complexity
cozy travel agency in suburban area,"['cozytravelstore.io', 'cozytravelcorner.net', 'cozytravellab.com']",medium
innovative online store in neighborhood,"['novativeonleshop.co', 'novativeonlebeans.com', 'novativeonlebeans.com']",medium
global restaurant in suburban area,"['globalrestaurantbeans.org', 'globalrestaurantcorner.net', 'globalrestaurantbeans.com']",medium
modern tech startup,"['moderntechhub.io', 'moderntechcorner.com', 'moderntechstudio.org']",simple
smart fitness studio in downtown,"['smartfitnessstore.io', 'smartfitnesshub.net', 'smartfitnessstore.net']",medium
organic tech startup in downtown,"['organictechstore.com', 'organictechstudio.com', 'organictechworks.com']",medium
cozy solutions educational platform in downtown area specializing in community events,"['cozysolutionsspot.io', 'cozysolutionsstudio.io', 'cozysolutionsspot.io']",complex
smart law firm,"['smartlawstore.com', 'smartlawlab.net', 'smartlawstore.co']",simple
modern restaurant,"['modernrestaurantworks.io', 'modernrestaurantlab.io', 'modernrestaurantworks.com']",simple
modern fitness studio,"['modernfitnesslab.net', 'modernfitnesscorner.com', 'modernfitnessstore.io']",simple
eco-friendly bookstore,"['bookstorehub.co', 'bookstorelab.net', 'bookstorebeans.co']",simple
premium cafe,"['premiumcafespot.org', 'premiumcafestore.co', 'premiumcafestore.net']",simple
bright cafe,"['brightcafestore.com', 'brightcafehub.org', 'brightcafehub.co']",simple
smart bookstore,"['smartbookstorecorner.org', 'smartbookstorespot.io', 'smartbookstoreworks.net']",simple
eco-friendly store educational platform in downtown area offering premium services,"['storestudio.com', 'storestore.com', 'storeshop.co']",complex
fresh travel agency,"['freshtravelsolutions.com', 'freshtravelbeans.net', 'freshtravelbeans.com']",simple
bright corner clothing boutique in near the river for busy professionals,"['brightcornerhub.net', 'brightcornercorner.com', 'brightcornerworks.co']",complex
business with unusual characters @$%^,"['busesswithstudio.io', 'busesswithstudio.org', 'busesswithbeans.co']",simple
global fitness studio,"['globalfitnesscorner.net', 'globalfitnesscorner.io', 'globalfitnesscorner.io']",simple
organic bookstore,"['organicbookstorebeans.io', 'organicbookstoresolutions.org', 'organicbookstoresolutions.io']",simple
organic educational platform,"['organiceducationalstore.org', 'organiceducationalstore.co', 'organiceducationalsolutions.org']",simple
innovative clothing boutique in city center,"['novativeclothgcorner.com', 'novativeclothgbeans.net', 'novativeclothglab.com']",medium
fresh fitness studio in neighborhood,"['freshfitnessstudio.io', 'freshfitnessbeans.io', 'freshfitnessstore.net']",medium
global online store in downtown,"['globalonleshop.net', 'globalonlespot.io', 'globalonlestudio.co']",medium
modern fitness studio,"['modernfitnessworks.net', 'modernfitnessworks.co', 'modernfitnessshop.org']",simple
premium lab clothing boutique in near the river for busy professionals,"['premiumlabspot.co', 'premiumlabsolutions.net', 'premiumlabsolutions.io']",complex
eco-friendly educational platform in neighborhood,"['educationallab.net', 'educationalshop.io', 'educationalbeans.co']",medium
eco-friendly tech startup in city center,"['techcorner.net', 'techworks.org', 'techlab.org']",medium
smart spot restaurant in near the river for busy professionals,"['smartspotshop.org', 'smartspotshop.org', 'smartspotbeans.net']",complex
global restaurant,"['globalrestaurantcorner.org', 'globalrestaurantshop.com', 'globalrestaurantbeans.com']",simple
cozy works clothing boutique in city center specializing in community events,"['cozyworkssolutions.org', 'cozyworksworks.co', 'cozyworksstudio.io']",complex
eco-friendly tech startup,"['techstore.net', 'techcorner.net', 'techspot.com']",simple
innovative corner cafe in city center offering premium services,"['novativecornerlab.com', 'novativecornerworks.org', 'novativecornerlab.co']",complex
eco-friendly law firm,"['lawstore.co', 'lawstore.co', 'lawshop.com']",simple
bright law firm,"['brightlawshop.co', 'brightlawstore.co', 'brightlawlab.io']",simple
innovative travel agency,"['novativetravelsolutions.co', 'novativetravellab.org', 'novativetravelspot.net']",simple
global bookstore,"['globalbookstorebeans.co', 'globalbookstoresolutions.com', 'globalbookstorestore.org']",simple
global corner bookstore in downtown area for busy professionals,"['globalcornerstore.io', 'globalcornersolutions.co', 'globalcornersolutions.net']",complex
premium lab educational platform in near the river for busy professionals,"['premiumlabstudio.net', 'premiumlabbeans.com', 'premiumlabhub.net']",complex
global bookstore in city center,"['globalbookstoreworks.io', 'globalbookstorecorner.io', 'globalbookstoreworks.io']",medium
bright tech startup in city center,"['brighttechhub.net', 'brighttechstudio.org', 'brighttechworks.com']",medium
fresh law firm,"['freshlawcorner.com', 'freshlawstudio.org', 'freshlawstore.co']",simple
modern clothing boutique in neighborhood,"['modernclothgspot.com', 'modernclothgsolutions.co', 'modernclothgsolutions.co']",medium
smart law firm,"['smartlawstore.com', 'smartlawshop.org', 'smartlawcorner.com']",simple
innovative bookstore in suburban area,"['novativebookstoresolutions.net', 'novativebookstorelab.com', 'novativebookstorecorner.co']",medium
cozy tech startup,"['cozytechstudio.org', 'cozytechstore.org', 'cozytechhub.com']",simple
modern spot educational platform in city center with focus on sustainability,"['modernspotstudio.org', 'modernspotstudio.io', 'modernspotworks.org']",complex
smart spot restaurant in near the river with focus on sustainability,"['smartspotshop.com', 'smartspotstore.net', 'smartspotcorner.co']",complex
global law firm,"['globallawshop.net', 'globallawstore.com', 'globallawspot.net']",simple
premium online store in downtown,"['premiumonlelab.com', 'premiumonlesolutions.org', 'premiumonlestore.com']",medium
extremely long business name that goes on and on for testing purposes,"['extremelylongcorner.com', 'extremelylongspot.net', 'extremelylongbeans.co']",simple
global educational platform in suburban area,"['globaleducationalsolutions.com', 'globaleducationalbeans.com', 'globaleducationalhub.net']",medium
fresh fitness studio,"['freshfitnesshub.io', 'freshfitnessstore.net', 'freshfitnessshop.net']",simple
global hub law firm in city center offering premium services,"['globalhubcorner.org', 'globalhubstore.io', 'globalhubcorner.io']",complex
smart travel agency,"['smarttravelhub.io', 'smarttravellab.org', 'smarttravellab.net']",simple
global lab tech startup in downtown area specializing in community events,"['globallabstudio.net', 'globallabbeans.com', 'globallabsolutions.org']",complex
global studio educational platform in city center offering premium services,"['globalstudiocorner.net', 'globalstudioshop.org', 'globalstudiocorner.co']",complex
eco-friendly travel agency,"['travelcorner.io', 'travelspot.co', 'travelcorner.io']",simple
bright solutions restaurant in downtown area for busy professionals,"['brightsolutionscorner.co', 'brightsolutionsstore.co', 'brightsolutionsspot.org']",complex
modern tech startup,"['moderntechstore.com', 'moderntechhub.io', 'moderntechspot.io']",simple
fresh tech startup in suburban area,"['freshtechshop.com', 'freshtechworks.org', 'freshtechcorner.org']",medium
innovative spot restaurant in near the river specializing in community events,"['novativespothub.co', 'novativespotworks.co', 'novativespotstore.org']",complex
smart online store in city center,"['smartonleshop.co', 'smartonlestudio.com', 'smartonlecorner.io']",medium
extremely long business name that goes on and on for testing purposes,"['extremelylongshop.com', 'extremelylongstore.io', 'extremelylonglab.net']",complex
premium educational platform in suburban area,"['premiumeducationalstudio.org', 'premiumeducationallab.io', 'premiumeducationalstore.com']",medium
innovative law firm in city center,"['novativelawstore.net', 'novativelawhub.io', 'novativelawlab.org']",medium
organic bookstore in neighborhood,"['organicbookstorelab.org', 'organicbookstorelab.com', 'organicbookstoreshop.io']",medium
smart law firm,"['smartlawcorner.co', 'smartlawshop.com', 'smartlawshop.co']",simple
innovative educational platform in city center,"['novativeeducationalcorner.net', 'novativeeducationalsolutions.net', 'novativeeducationalcorner.com']",medium
cozy restaurant in suburban area,"['cozyrestaurantstore.net', 'cozyrestaurantshop.net', 'cozyrestaurantlab.net']",medium
innovative fitness studio in neighborhood,"['novativefitnesshub.io', 'novativefitnesscorner.org', 'novativefitnesscorner.com']",medium
cozy beans online store in city center for busy professionals,"['cozybeansbeans.org', 'cozybeansshop.co', 'cozybeansshop.org']",complex
cozy clothing boutique in neighborhood,"['cozyclothgworks.io', 'cozyclothglab.io', 'cozyclothgbeans.io']",medium
smart shop law firm in near the river with focus on sustainability,"['smartshopspot.com', 'smartshopbeans.io', 'smartshopbeans.org']",complex
bright fitness studio in suburban area,"['brightfitnesscorner.co', 'brightfitnessstore.net', 'brightfitnessspot.co']",medium
bright tech startup,"['brighttechhub.org', 'brighttechlab.com', 'brighttechhub.co']",simple
business with unusual characters @$%^,"['busesswithstore.co', 'busesswithshop.org', 'busesswithworks.net']",complex
smart cafe,"['smartcafelab.co', 'smartcafelab.io', 'smartcafehub.com']",simple
bright cafe in neighborhood,"['brightcafespot.co', 'brightcafesolutions.org', 'brightcafebeans.com']",medium
bright fitness studio,"['brightfitnessstore.co', 'brightfitnesslab.org', 'brightfitnessstore.co']",simple
global law firm,"['globallawlab.co', 'globallawspot.io', 'globallawspot.org']",simple
fresh fitness studio,"['freshfitnessworks.org', 'freshfitnesslab.org', 'freshfitnesslab.org']",simple
fresh clothing boutique,"['freshclothgcorner.co', 'freshclothglab.org', 'freshclothghub.org']",simple
bright works tech startup in near the river for busy professionals,"['brightworkscorner.org', 'brightworkshub.io', 'brightworksshop.net']",complex
premium hub tech startup in city center specializing in community events,"['premiumhubworks.com', 'premiumhubworks.io', 'premiumhubshop.com']",complex
eco-friendly bookstore in city center,"['bookstoreshop.org', 'bookstorestore.co', 'bookstorestudio.co']",medium
global bookstore,"['globalbookstoresolutions.com', 'globalbookstorestudio.net', 'globalbookstoresolutions.io']",simple
cozy shop educational platform in city center offering premium services,"['cozyshopspot.io', 'cozyshopshop.com', 'cozyshopsolutions.net']",complex
smart bookstore,"['smartbookstorestore.co', 'smartbookstorecorner.io', 'smartbookstoreshop.com']",simple
modern restaurant in city center,"['modernrestaurantbeans.net', 'modernrestaurantstore.net', 'modernrestaurantbeans.net']",medium
cozy fitness studio,"['cozyfitnessspot.net', 'cozyfitnesssolutions.co', 'cozyfitnessworks.co']",simple
modern clothing boutique in suburban area,"['modernclothgstudio.co', 'modernclothgshop.io', 'modernclothgsolutions.org']",medium
global cafe,"['globalcafesolutions.org', 'globalcafecorner.co', 'globalcafeshop.co']",simple
cozy studio clothing boutique in downtown area with focus on sustainability,"['cozystudiostore.org', 'cozystudiobeans.io', 'cozystudiostore.org']",complex
eco-friendly studio educational platform in downtown area with focus on sustainability,"['studiosolutions.io', 'studiolab.io', 'studiostudio.com']",complex
smart solutions bookstore in downtown area for busy professionals,"['smartsolutionssolutions.com', 'smartsolutionssolutions.io', 'smartsolutionssolutions.org']",complex
premium tech startup,"['premiumtechlab.net', 'premiumtechsolutions.com', 'premiumtechcorner.io']",simple
eco-friendly online store,"['onleshop.net', 'onleworks.com', 'onlehub.org']",simple
eco-friendly travel agency in downtown,"['travelstore.net', 'travelsolutions.io', 'travelbeans.com']",medium
cozy clothing boutique in city center,"['cozyclothglab.net', 'cozyclothgstore.com', 'cozyclothglab.net']",medium
organic tech startup,"['organictechcorner.org', 'organictechlab.net', 'organictechstore.org']",simple
smart travel agency in city center,"['smarttravelstore.com', 'smarttravelsolutions.co', 'smarttravelsolutions.io']",medium
innovative works tech startup in city center offering premium services,"['novativeworksworks.org', 'novativeworksbeans.com', 'novativeworksspot.org']",complex
cozy lab travel agency in near the river specializing in community events,"['cozylabstore.io', 'cozylabstudio.com', 'cozylabhub.net']",complex
innovative restaurant,"['novativerestaurantshop.io', 'novativerestaurantshop.io', 'novativerestauranthub.co']",simple
eco-friendly tech startup in neighborhood,"['techhub.org', 'techspot.io', 'techsolutions.net']",medium
premium clothing boutique in neighborhood,"['premiumclothgstore.net', 'premiumclothgworks.com', 'premiumclothgcorner.com']",medium
smart bookstore in suburban area,"['smartbookstorehub.co', 'smartbookstorespot.org', 'smartbookstorestore.org']",medium
eco-friendly educational platform,"['educationalshop.org', 'educationalbeans.net', 'educationalspot.com']",simple
modern travel agency,"['moderntravelhub.com', 'moderntravellab.com', 'moderntravelstore.io']",simple
fresh lab cafe in near the river specializing in community events,"['freshlabworks.net', 'freshlabshop.com', 'freshlabworks.org']",complex
modern bookstore,"['modernbookstorecorner.org', 'modernbookstorespot.net', 'modernbookstorebeans.com']",simple
